item_id,timestamp,target_value
household_1,2006-12-19 06:00:00,0.7963333
household_1,2006-12-19 07:00:00,1.7856333
household_1,2006-12-19 08:00:00,3.8790333
household_1,2006-12-19 09:00:00,1.6177667
household_1,2006-12-19 10:00:00,0.43713334
household_1,2006-12-19 11:00:00,2.3216333
household_1,2006-12-19 12:00:00,0.43066666
household_1,2006-12-19 13:00:00,0.30046666
household_1,2006-12-19 14:00:00,0.30213335
household_1,2006-12-19 15:00:00,0.42136666
household_1,2006-12-19 16:00:00,1.3721334
household_1,2006-12-19 17:00:00,2.1115
household_1,2006-12-19 18:00:00,2.2047
household_1,2006-12-19 19:00:00,1.8421
household_1,2006-12-19 20:00:00,2.9405334
household_1,2006-12-19 21:00:00,1.4428667
household_1,2006-12-19 22:00:00,0.72
household_1,2006-12-19 23:00:00,0.38369998
household_1,2006-12-20 00:00:00,0.45983332
household_1,2006-12-20 01:00:00,0.25866666
household_1,2006-12-20 02:00:00,0.78436667
household_1,2006-12-20 03:00:00,0.31003332
household_1,2006-12-20 04:00:00,0.289
household_1,2006-12-20 05:00:00,0.2627
household_1,2006-12-20 06:00:00,0.2836
household_1,2006-12-20 07:00:00,1.5266334
household_1,2006-12-20 08:00:00,2.9176
household_1,2006-12-20 09:00:00,1.3855335
household_1,2006-12-20 10:00:00,1.5102999
household_1,2006-12-20 11:00:00,2.8924
household_1,2006-12-20 12:00:00,1.4210334
household_1,2006-12-20 13:00:00,1.4284
household_1,2006-12-20 14:00:00,1.2949001
household_1,2006-12-20 15:00:00,0.28113332
household_1,2006-12-20 16:00:00,0.46843332
household_1,2006-12-20 17:00:00,0.5735
household_1,2006-12-20 18:00:00,2.8368335
household_1,2006-12-20 19:00:00,3.2486334
household_1,2006-12-20 20:00:00,3.5754666
household_1,2006-12-20 21:00:00,3.646067
household_1,2006-12-20 22:00:00,3.0589666
household_1,2006-12-20 23:00:00,2.3817668
household_1,2006-12-21 00:00:00,1.5358666
household_1,2006-12-21 01:00:00,1.3979666
household_1,2006-12-21 02:00:00,1.2749001
household_1,2006-12-21 03:00:00,0.3026
household_1,2006-12-21 04:00:00,0.24673334
household_1,2006-12-21 05:00:00,0.2907
household_1,2006-12-21 06:00:00,0.29566666
household_1,2006-12-21 07:00:00,1.2804667
household_1,2006-12-21 08:00:00,1.5630333
household_1,2006-12-21 09:00:00,2.5758002
household_1,2006-12-21 10:00:00,1.7677
household_1,2006-12-21 11:00:00,0.53465515
household_1,2006-12-21 12:00:00,0.81913334
household_1,2006-12-21 13:00:00,1.6882333
household_1,2006-12-21 14:00:00,1.0239
household_1,2006-12-21 15:00:00,0.30740002
household_1,2006-12-21 16:00:00,1.3600667
household_1,2006-12-21 17:00:00,1.7526333
household_1,2006-12-21 18:00:00,2.4433
household_1,2006-12-21 19:00:00,2.1971333
household_1,2006-12-21 20:00:00,2.4373667
household_1,2006-12-21 21:00:00,0.98226666
household_1,2006-12-21 22:00:00,0.28026667
household_1,2006-12-21 23:00:00,0.27043334
household_1,2006-12-22 00:00:00,0.26693335
household_1,2006-12-22 01:00:00,0.27199998
household_1,2006-12-22 02:00:00,0.26763335
household_1,2006-12-22 03:00:00,0.27386665
household_1,2006-12-22 04:00:00,0.26426667
household_1,2006-12-22 05:00:00,0.8068333
household_1,2006-12-22 06:00:00,0.47963333
household_1,2006-12-22 07:00:00,1.7232
household_1,2006-12-22 08:00:00,2.7444
household_1,2006-12-22 09:00:00,1.8963
household_1,2006-12-22 10:00:00,1.3449667
household_1,2006-12-22 11:00:00,1.2525667
household_1,2006-12-22 12:00:00,1.2284666
household_1,2006-12-22 13:00:00,0.6719
household_1,2006-12-22 14:00:00,0.81556666
household_1,2006-12-22 15:00:00,1.4516333
household_1,2006-12-22 16:00:00,1.5712
household_1,2006-12-22 17:00:00,1.4968
household_1,2006-12-22 18:00:00,2.6869667
household_1,2006-12-22 19:00:00,3.9381666
household_1,2006-12-22 20:00:00,3.5360668
household_1,2006-12-22 21:00:00,4.548667
household_1,2006-12-22 22:00:00,3.0650668
household_1,2006-12-22 23:00:00,2.4192
household_1,2006-12-23 00:00:00,1.6982332
household_1,2006-12-23 01:00:00,1.7228
household_1,2006-12-23 02:00:00,1.7007667
household_1,2006-12-23 03:00:00,1.7715334
household_1,2006-12-23 04:00:00,1.8916
household_1,2006-12-23 05:00:00,2.2291
household_1,2006-12-23 06:00:00,1.6493666
household_1,2006-12-23 07:00:00,4.023367
household_1,2006-12-23 08:00:00,4.190833
household_1,2006-12-23 09:00:00,3.2463999
household_1,2006-12-23 10:00:00,2.9721668
household_1,2006-12-23 11:00:00,3.159
household_1,2006-12-23 12:00:00,2.9287999
household_1,2006-12-23 13:00:00,3.4063
household_1,2006-12-23 14:00:00,3.7579665
household_1,2006-12-23 15:00:00,4.0491
household_1,2006-12-23 16:00:00,4.3490996
household_1,2006-12-23 17:00:00,5.4525332
household_1,2006-12-23 18:00:00,3.8793998
household_1,2006-12-23 19:00:00,4.117833
household_1,2006-12-23 20:00:00,4.1814
household_1,2006-12-23 21:00:00,3.2884333
household_1,2006-12-23 22:00:00,4.3279333
household_1,2006-12-23 23:00:00,5.5624666
household_1,2006-12-24 00:00:00,4.028
household_1,2006-12-24 01:00:00,3.2756999
household_1,2006-12-24 02:00:00,2.3030334
household_1,2006-12-24 03:00:00,1.6067666
household_1,2006-12-24 04:00:00,1.5761
household_1,2006-12-24 05:00:00,1.6319001
household_1,2006-12-24 06:00:00,1.8952
household_1,2006-12-24 07:00:00,1.4764
household_1,2006-12-24 08:00:00,1.4277667
household_1,2006-12-24 09:00:00,2.7256665
household_1,2006-12-24 10:00:00,2.6753335
household_1,2006-12-24 11:00:00,2.0929332
household_1,2006-12-24 12:00:00,1.5
household_1,2006-12-24 13:00:00,3.2399333
household_1,2006-12-24 14:00:00,1.3715333
household_1,2006-12-24 15:00:00,3.0968332
household_1,2006-12-24 16:00:00,2.0071332
household_1,2006-12-24 17:00:00,1.6865001
household_1,2006-12-24 18:00:00,0.5052
household_1,2006-12-24 19:00:00,0.45403334
household_1,2006-12-24 20:00:00,0.4741
household_1,2006-12-24 21:00:00,0.48403332
household_1,2006-12-24 22:00:00,0.47976667
household_1,2006-12-24 23:00:00,0.48633334
household_1,2006-12-25 00:00:00,0.9995667
household_1,2006-12-25 01:00:00,1.2067666
household_1,2006-12-25 02:00:00,0.43800002
household_1,2006-12-25 03:00:00,0.58996665
household_1,2006-12-25 04:00:00,0.5786667
household_1,2006-12-25 05:00:00,0.6201
household_1,2006-12-25 06:00:00,0.26406667
household_1,2006-12-25 07:00:00,0.67679995
household_1,2006-12-25 08:00:00,2.6111
household_1,2006-12-25 09:00:00,1.4934667
household_1,2006-12-25 10:00:00,1.9156667
household_1,2006-12-25 11:00:00,3.0446
household_1,2006-12-25 12:00:00,2.9126
household_1,2006-12-25 13:00:00,2.2249334
household_1,2006-12-25 14:00:00,1.7837334
household_1,2006-12-25 15:00:00,1.7403333
household_1,2006-12-25 16:00:00,3.8728333
household_1,2006-12-25 17:00:00,2.0718
household_1,2006-12-25 18:00:00,2.4230666
household_1,2006-12-25 19:00:00,1.6294999
household_1,2006-12-25 20:00:00,1.9771333
household_1,2006-12-25 21:00:00,3.8368669
household_1,2006-12-25 22:00:00,4.2148666
household_1,2006-12-25 23:00:00,2.5922332
household_1,2006-12-26 00:00:00,2.4242666
household_1,2006-12-26 01:00:00,2.4026334
household_1,2006-12-26 02:00:00,2.4109335
household_1,2006-12-26 03:00:00,2.4490666
household_1,2006-12-26 04:00:00,2.9925
household_1,2006-12-26 05:00:00,2.3877332
household_1,2006-12-26 06:00:00,2.3881998
household_1,2006-12-26 07:00:00,3.1360667
household_1,2006-12-26 08:00:00,2.3659332
household_1,2006-12-26 09:00:00,3.5450666
household_1,2006-12-26 10:00:00,4.0419
household_1,2006-12-26 11:00:00,2.3735335
household_1,2006-12-26 12:00:00,2.4647
household_1,2006-12-26 13:00:00,2.8868
household_1,2006-12-26 14:00:00,3.8265998
household_1,2006-12-26 15:00:00,2.6296
household_1,2006-12-26 16:00:00,3.4507334
household_1,2006-12-26 17:00:00,3.3423333
household_1,2006-12-26 18:00:00,3.2467
household_1,2006-12-26 19:00:00,3.034
household_1,2006-12-26 20:00:00,3.479
household_1,2006-12-26 21:00:00,2.6584
household_1,2006-12-26 22:00:00,0.8636
household_1,2006-12-26 23:00:00,0.7682
household_1,2006-12-27 00:00:00,0.4829667
household_1,2006-12-27 01:00:00,0.49346668
household_1,2006-12-27 02:00:00,0.4795
household_1,2006-12-27 03:00:00,0.44413334
household_1,2006-12-27 04:00:00,0.47403333
household_1,2006-12-27 05:00:00,1.0365334
household_1,2006-12-27 06:00:00,0.4744
household_1,2006-12-27 07:00:00,2.0498667
household_1,2006-12-27 08:00:00,2.1647334
household_1,2006-12-27 09:00:00,2.3289669
household_1,2006-12-27 10:00:00,2.3169668
household_1,2006-12-27 11:00:00,1.3155999
household_1,2006-12-27 12:00:00,1.0784
household_1,2006-12-27 13:00:00,0.26416668
household_1,2006-12-27 14:00:00,0.26383334
household_1,2006-12-27 15:00:00,0.3332
household_1,2006-12-27 16:00:00,0.29680002
household_1,2006-12-27 17:00:00,0.50126666
household_1,2006-12-27 18:00:00,1.8244
household_1,2006-12-27 19:00:00,1.7362667
household_1,2006-12-27 20:00:00,2.3531
household_1,2006-12-27 21:00:00,1.3297333
household_1,2006-12-27 22:00:00,1.0835
household_1,2006-12-27 23:00:00,0.3535
household_1,2006-12-28 00:00:00,1.0185333
household_1,2006-12-28 01:00:00,0.27773333
household_1,2006-12-28 02:00:00,0.31616667
household_1,2006-12-28 03:00:00,0.2988
household_1,2006-12-28 04:00:00,0.3101
household_1,2006-12-28 05:00:00,0.2894
household_1,2006-12-28 06:00:00,0.2925667
household_1,2006-12-28 07:00:00,1.0433333
household_1,2006-12-28 08:00:00,2.5357332
household_1,2006-12-28 09:00:00,1.3215333
household_1,2006-12-28 10:00:00,0.32606664
household_1,2006-12-28 11:00:00,0.27993333
household_1,2006-12-28 12:00:00,0.271
household_1,2006-12-28 13:00:00,0.6986333
household_1,2006-12-28 14:00:00,1.8085667
household_1,2006-12-28 15:00:00,1.5743333
household_1,2006-12-28 16:00:00,1.5589668
household_1,2006-12-28 17:00:00,2.4325333
household_1,2006-12-28 18:00:00,2.5439
household_1,2006-12-28 19:00:00,2.8485
household_1,2006-12-28 20:00:00,2.1167667
household_1,2006-12-28 21:00:00,5.035333
household_1,2006-12-28 22:00:00,3.2142
household_1,2006-12-28 23:00:00,2.1313334
household_1,2006-12-29 00:00:00,1.4093333
household_1,2006-12-29 01:00:00,1.9941667
household_1,2006-12-29 02:00:00,2.1516335
household_1,2006-12-29 03:00:00,2.4526668
household_1,2006-12-29 04:00:00,2.4714332
household_1,2006-12-29 05:00:00,2.3861
household_1,2006-12-29 06:00:00,2.4389
household_1,2006-12-29 07:00:00,3.8387668
household_1,2006-12-29 08:00:00,3.6947668
household_1,2006-12-29 09:00:00,3.4348998
household_1,2006-12-29 10:00:00,2.4225335
household_1,2006-12-29 11:00:00,1.3891666
household_1,2006-12-29 12:00:00,1.5557333
household_1,2006-12-29 13:00:00,1.7093333
household_1,2006-12-29 14:00:00,1.4185001
household_1,2006-12-29 15:00:00,0.62810004
household_1,2006-12-29 16:00:00,0.31786668
household_1,2006-12-29 17:00:00,0.89239997
household_1,2006-12-29 18:00:00,1.8926333
household_1,2006-12-29 19:00:00,1.7913334
household_1,2006-12-29 20:00:00,3.4718332
household_1,2006-12-29 21:00:00,4.3137336
household_1,2006-12-29 22:00:00,3.6660335
household_1,2006-12-29 23:00:00,1.1646667
household_1,2006-12-30 00:00:00,0.2947
household_1,2006-12-30 01:00:00,0.3153
household_1,2006-12-30 02:00:00,0.27943334
household_1,2006-12-30 03:00:00,0.30576667
household_1,2006-12-30 04:00:00,0.30093333
household_1,2006-12-30 05:00:00,0.27783334
household_1,2006-12-30 06:00:00,0.9067667
household_1,2006-12-30 07:00:00,0.25656667
household_1,2006-12-30 08:00:00,1.5167333
household_1,2006-12-30 09:00:00,3.2357666
household_1,2006-12-30 10:00:00,4.6647935
household_1,2006-12-30 11:00:00,3.8858669
household_1,2006-12-30 12:00:00,3.1450999
household_1,2006-12-30 13:00:00,2.2929666
household_1,2006-12-30 14:00:00,1.7899334
household_1,2006-12-30 15:00:00,2.4495332
household_1,2006-12-30 16:00:00,3.9555666
household_1,2006-12-30 17:00:00,2.5811665
household_1,2006-12-30 18:00:00,3.8627
household_1,2006-12-30 19:00:00,3.7530334
household_1,2006-12-30 20:00:00,3.0760665
household_1,2006-12-30 21:00:00,2.0379999
household_1,2006-12-30 22:00:00,0.7491333
household_1,2006-12-30 23:00:00,0.7102
household_1,2006-12-31 00:00:00,0.67623335
household_1,2006-12-31 01:00:00,0.7161667
household_1,2006-12-31 02:00:00,0.7219333
household_1,2006-12-31 03:00:00,0.77856666
household_1,2006-12-31 04:00:00,1.2777667
household_1,2006-12-31 05:00:00,1.0507667
household_1,2006-12-31 06:00:00,2.5013666
household_1,2006-12-31 07:00:00,3.3644998
household_1,2006-12-31 08:00:00,4.0845666
household_1,2006-12-31 09:00:00,2.7232
household_1,2006-12-31 10:00:00,2.9149332
household_1,2006-12-31 11:00:00,3.3595002
household_1,2006-12-31 12:00:00,3.8529668
household_1,2006-12-31 13:00:00,3.6025667
household_1,2006-12-31 14:00:00,3.0813
household_1,2006-12-31 15:00:00,2.4882667
household_1,2006-12-31 16:00:00,2.838
household_1,2006-12-31 17:00:00,2.7502668
household_1,2006-12-31 18:00:00,2.4104667
household_1,2006-12-31 19:00:00,2.4342666
household_1,2006-12-31 20:00:00,2.4249334
household_1,2006-12-31 21:00:00,2.4436333
household_1,2006-12-31 22:00:00,2.6360002
household_1,2006-12-31 23:00:00,3.1044335
household_1,2007-01-01 00:00:00,2.5506332
household_1,2007-01-01 01:00:00,2.5234
household_1,2007-01-01 02:00:00,2.5823333
household_1,2007-01-01 03:00:00,2.5416667
household_1,2007-01-01 04:00:00,2.4757335
household_1,2007-01-01 05:00:00,2.4762335
household_1,2007-01-01 06:00:00,2.4558
household_1,2007-01-01 07:00:00,2.4472
household_1,2007-01-01 08:00:00,2.4417334
household_1,2007-01-01 09:00:00,3.1461334
household_1,2007-01-01 10:00:00,2.6617332
household_1,2007-01-01 11:00:00,2.576
household_1,2007-01-01 12:00:00,2.6158667
household_1,2007-01-01 13:00:00,2.1624
household_1,2007-01-01 14:00:00,1.2944
household_1,2007-01-01 15:00:00,1.9091667
household_1,2007-01-01 16:00:00,1.3901
household_1,2007-01-01 17:00:00,1.6320667
household_1,2007-01-01 18:00:00,1.4619
household_1,2007-01-01 19:00:00,0.7323
household_1,2007-01-01 20:00:00,0.41230002
household_1,2007-01-01 21:00:00,0.43393332
household_1,2007-01-01 22:00:00,0.44373333
household_1,2007-01-01 23:00:00,0.44996664
household_1,2007-01-02 00:00:00,0.44643334
household_1,2007-01-02 01:00:00,0.43673334
household_1,2007-01-02 02:00:00,0.43156666
household_1,2007-01-02 03:00:00,0.46416667
household_1,2007-01-02 04:00:00,1.0399667
household_1,2007-01-02 05:00:00,0.7106
household_1,2007-01-02 06:00:00,0.44696668
household_1,2007-01-02 07:00:00,0.41256666
household_1,2007-01-02 08:00:00,0.4544
household_1,2007-01-02 09:00:00,0.41763335
household_1,2007-01-02 10:00:00,0.4459
household_1,2007-01-02 11:00:00,0.43276665
household_1,2007-01-02 12:00:00,0.42596668
household_1,2007-01-02 13:00:00,0.45900002
household_1,2007-01-02 14:00:00,0.43843332
household_1,2007-01-02 15:00:00,1.4381001
household_1,2007-01-02 16:00:00,1.4590666
household_1,2007-01-02 17:00:00,2.1362
household_1,2007-01-02 18:00:00,1.9720666
household_1,2007-01-02 19:00:00,1.5182999
household_1,2007-01-02 20:00:00,2.5735333
household_1,2007-01-02 21:00:00,1.3214334
household_1,2007-01-02 22:00:00,0.52823335
household_1,2007-01-02 23:00:00,0.7439
household_1,2007-01-03 00:00:00,1.1254333
household_1,2007-01-03 01:00:00,0.9007
household_1,2007-01-03 02:00:00,0.30483335
household_1,2007-01-03 03:00:00,0.3333
household_1,2007-01-03 04:00:00,0.29883334
household_1,2007-01-03 05:00:00,0.95163333
household_1,2007-01-03 06:00:00,0.33433333
household_1,2007-01-03 07:00:00,0.3017
household_1,2007-01-03 08:00:00,0.31960002
household_1,2007-01-03 09:00:00,0.6025
household_1,2007-01-03 10:00:00,0.8742333
household_1,2007-01-03 11:00:00,0.9764
household_1,2007-01-03 12:00:00,1.3977666
household_1,2007-01-03 13:00:00,1.4199333
household_1,2007-01-03 14:00:00,1.0903666
household_1,2007-01-03 15:00:00,0.302
household_1,2007-01-03 16:00:00,0.36766666
household_1,2007-01-03 17:00:00,0.28513333
household_1,2007-01-03 18:00:00,0.3612
household_1,2007-01-03 19:00:00,0.289
household_1,2007-01-03 20:00:00,0.32626668
household_1,2007-01-03 21:00:00,1.1154333
household_1,2007-01-03 22:00:00,0.9540333
household_1,2007-01-03 23:00:00,1.6686
household_1,2007-01-04 00:00:00,3.3750665
household_1,2007-01-04 01:00:00,2.8967333
household_1,2007-01-04 02:00:00,2.3873334
household_1,2007-01-04 03:00:00,2.3620334
household_1,2007-01-04 04:00:00,2.3700333
household_1,2007-01-04 05:00:00,2.3452
household_1,2007-01-04 06:00:00,2.3587334
household_1,2007-01-04 07:00:00,2.3262334
household_1,2007-01-04 08:00:00,2.4038
household_1,2007-01-04 09:00:00,2.6670668
household_1,2007-01-04 10:00:00,1.8980333
household_1,2007-01-04 11:00:00,2.0063334
household_1,2007-01-04 12:00:00,4.066567
household_1,2007-01-04 13:00:00,3.5450666
household_1,2007-01-04 14:00:00,2.0132
household_1,2007-01-04 15:00:00,0.8793
household_1,2007-01-04 16:00:00,3.2898
household_1,2007-01-04 17:00:00,2.7412999
household_1,2007-01-04 18:00:00,2.6055
household_1,2007-01-04 19:00:00,2.8540666
household_1,2007-01-04 20:00:00,1.4985334
household_1,2007-01-04 21:00:00,0.4788
household_1,2007-01-04 22:00:00,0.41966668
household_1,2007-01-04 23:00:00,0.53513336
household_1,2007-01-05 00:00:00,1.9680333
household_1,2007-01-05 01:00:00,2.3868334
household_1,2007-01-05 02:00:00,2.3947334
household_1,2007-01-05 03:00:00,2.4157
household_1,2007-01-05 04:00:00,2.3970335
household_1,2007-01-05 05:00:00,2.4073668
household_1,2007-01-05 06:00:00,2.3678
household_1,2007-01-05 07:00:00,2.3515332
household_1,2007-01-05 08:00:00,2.3169334
household_1,2007-01-05 09:00:00,2.3642
household_1,2007-01-05 10:00:00,2.6560333
household_1,2007-01-05 11:00:00,0.35583335
household_1,2007-01-05 12:00:00,0.3544
household_1,2007-01-05 13:00:00,0.3417667
household_1,2007-01-05 14:00:00,0.3773333
household_1,2007-01-05 15:00:00,0.47783333
household_1,2007-01-05 16:00:00,0.8365
household_1,2007-01-05 17:00:00,2.2407334
household_1,2007-01-05 18:00:00,2.3996
household_1,2007-01-05 19:00:00,2.0389
household_1,2007-01-05 20:00:00,2.9757001
household_1,2007-01-05 21:00:00,2.6744
household_1,2007-01-05 22:00:00,2.3847
household_1,2007-01-05 23:00:00,1.7388333
household_1,2007-01-06 00:00:00,1.4930667
household_1,2007-01-06 01:00:00,0.43346664
household_1,2007-01-06 02:00:00,0.33333334
household_1,2007-01-06 03:00:00,0.31286666
household_1,2007-01-06 04:00:00,0.30356666
household_1,2007-01-06 05:00:00,0.33526665
household_1,2007-01-06 06:00:00,0.29873332
household_1,2007-01-06 07:00:00,0.33699998
household_1,2007-01-06 08:00:00,0.29540002
household_1,2007-01-06 09:00:00,0.62313336
household_1,2007-01-06 10:00:00,1.5255666
household_1,2007-01-06 11:00:00,2.5922
household_1,2007-01-06 12:00:00,4.002933
household_1,2007-01-06 13:00:00,1.8904334
household_1,2007-01-06 14:00:00,1.6995666
household_1,2007-01-06 15:00:00,1.1487
household_1,2007-01-06 16:00:00,0.88126665
household_1,2007-01-06 17:00:00,0.89896667
household_1,2007-01-06 18:00:00,0.85553336
household_1,2007-01-06 19:00:00,1.8340334
household_1,2007-01-06 20:00:00,1.0151334
household_1,2007-01-06 21:00:00,1.0125333
household_1,2007-01-06 22:00:00,0.51166666
household_1,2007-01-06 23:00:00,0.50526667
household_1,2007-01-07 00:00:00,0.90320003
household_1,2007-01-07 01:00:00,0.29643333
household_1,2007-01-07 02:00:00,0.3524
household_1,2007-01-07 03:00:00,0.29866666
household_1,2007-01-07 04:00:00,0.35586664
household_1,2007-01-07 05:00:00,0.28536665
household_1,2007-01-07 06:00:00,0.33830002
household_1,2007-01-07 07:00:00,0.31273332
household_1,2007-01-07 08:00:00,0.31003332
household_1,2007-01-07 09:00:00,0.37559998
household_1,2007-01-07 10:00:00,1.0414333
household_1,2007-01-07 11:00:00,1.0684334
household_1,2007-01-07 12:00:00,0.5515667
household_1,2007-01-07 13:00:00,3.3319333
household_1,2007-01-07 14:00:00,2.5331
household_1,2007-01-07 15:00:00,3.7707667
household_1,2007-01-07 16:00:00,2.2807665
household_1,2007-01-07 17:00:00,2.4047332
household_1,2007-01-07 18:00:00,5.211533
household_1,2007-01-07 19:00:00,2.9164667
household_1,2007-01-07 20:00:00,3.5232
household_1,2007-01-07 21:00:00,4.7383666
household_1,2007-01-07 22:00:00,2.1289
household_1,2007-01-07 23:00:00,1.4638667
household_1,2007-01-08 00:00:00,1.3604666
household_1,2007-01-08 01:00:00,1.3506666
household_1,2007-01-08 02:00:00,1.3848335
household_1,2007-01-08 03:00:00,1.3569
household_1,2007-01-08 04:00:00,1.3759
household_1,2007-01-08 05:00:00,1.1045334
household_1,2007-01-08 06:00:00,0.46813333
household_1,2007-01-08 07:00:00,1.0126333
household_1,2007-01-08 08:00:00,2.1395
household_1,2007-01-08 09:00:00,1.6646333
household_1,2007-01-08 10:00:00,1.2966332
household_1,2007-01-08 11:00:00,1.1751
household_1,2007-01-08 12:00:00,0.32893333
household_1,2007-01-08 13:00:00,0.6432
household_1,2007-01-08 14:00:00,1.8509
household_1,2007-01-08 15:00:00,1.8851
household_1,2007-01-08 16:00:00,2.1224334
household_1,2007-01-08 17:00:00,1.8981
household_1,2007-01-08 18:00:00,2.9079666
household_1,2007-01-08 19:00:00,2.7940667
household_1,2007-01-08 20:00:00,3.4250333
household_1,2007-01-08 21:00:00,2.5076332
household_1,2007-01-08 22:00:00,0.96996665
household_1,2007-01-08 23:00:00,0.33273333
household_1,2007-01-09 00:00:00,0.26983336
household_1,2007-01-09 01:00:00,0.31183332
household_1,2007-01-09 02:00:00,0.28739998
household_1,2007-01-09 03:00:00,0.46966666
household_1,2007-01-09 04:00:00,0.6612
household_1,2007-01-09 05:00:00,0.27449998
household_1,2007-01-09 06:00:00,1.1234666
household_1,2007-01-09 07:00:00,2.3869667
household_1,2007-01-09 08:00:00,2.1356
household_1,2007-01-09 09:00:00,1.8683666
household_1,2007-01-09 10:00:00,1.3492334
household_1,2007-01-09 11:00:00,0.93473333
household_1,2007-01-09 12:00:00,0.2769333
household_1,2007-01-09 13:00:00,0.30156666
household_1,2007-01-09 14:00:00,0.26666668
household_1,2007-01-09 15:00:00,0.56483334
household_1,2007-01-09 16:00:00,1.4713333
household_1,2007-01-09 17:00:00,2.1062667
household_1,2007-01-09 18:00:00,2.3730667
household_1,2007-01-09 19:00:00,2.2874668
household_1,2007-01-09 20:00:00,3.2106001
household_1,2007-01-09 21:00:00,3.2924666
household_1,2007-01-09 22:00:00,1.2912667
household_1,2007-01-09 23:00:00,1.6356333
household_1,2007-01-10 00:00:00,0.5179
household_1,2007-01-10 01:00:00,0.6539
household_1,2007-01-10 02:00:00,0.3403667
household_1,2007-01-10 03:00:00,0.26936668
household_1,2007-01-10 04:00:00,0.34690002
household_1,2007-01-10 05:00:00,0.26796666
household_1,2007-01-10 06:00:00,0.8976
household_1,2007-01-10 07:00:00,2.3629
household_1,2007-01-10 08:00:00,2.9729335
household_1,2007-01-10 09:00:00,1.9952333
household_1,2007-01-10 10:00:00,1.4271
household_1,2007-01-10 11:00:00,3.9707668
household_1,2007-01-10 12:00:00,1.4307667
household_1,2007-01-10 13:00:00,0.55376667
household_1,2007-01-10 14:00:00,1.6954
household_1,2007-01-10 15:00:00,1.2912333
household_1,2007-01-10 16:00:00,0.6835334
household_1,2007-01-10 17:00:00,1.8244
household_1,2007-01-10 18:00:00,3.3644
household_1,2007-01-10 19:00:00,3.1902335
household_1,2007-01-10 20:00:00,2.9339333
household_1,2007-01-10 21:00:00,1.6947
household_1,2007-01-10 22:00:00,0.8519
household_1,2007-01-10 23:00:00,0.37613335
household_1,2007-01-11 00:00:00,0.33650002
household_1,2007-01-11 01:00:00,0.2546
household_1,2007-01-11 02:00:00,0.30866668
household_1,2007-01-11 03:00:00,0.8921667
household_1,2007-01-11 04:00:00,0.2705
household_1,2007-01-11 05:00:00,0.2976
household_1,2007-01-11 06:00:00,0.7363666
household_1,2007-01-11 07:00:00,2.7021668
